title,authors,summary,comment,journal_ref,doi,entry_id,updated,published,primary_category,categories,links,pdf_url
Automatic-differentiated Physics-Informed Echo State Network (API-ESN),"['Alberto Racca', 'Luca Magri']","We propose the Automatic-differentiated Physics-Informed Echo State Network
(API-ESN). The network is constrained by the physical equations through the
reservoir's exact time-derivative, which is computed by automatic
differentiation. As compared to the original Physics-Informed Echo State
Network, the accuracy of the time-derivative is increased by up to seven orders
of magnitude. This increased accuracy is key in chaotic dynamical systems,
where errors grows exponentially in time. The network is showcased in the
reconstruction of unmeasured (hidden) states of a chaotic system. The API-ESN
eliminates a source of error, which is present in existing physics-informed
echo state networks, in the computation of the time-derivative. This opens up
new possibilities for an accurate reconstruction of chaotic dynamical states.","7 pages, 3 figures",,,http://arxiv.org/abs/2101.00002v2,2021-03-24 16:33:42+00:00,2020-12-28 20:44:17+00:00,cs.LG,"['cs.LG', 'nlin.CD']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00002v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00002v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00002v2
Yet another argument in favour of NP=CoNP,['Edward Hermann Haeusler'],"This article shows yet another proof of NP=CoNP$. In a previous article, we
proved that NP=PSPACE and from it we can conclude that NP=CoNP immediately. The
former proof shows how to obtain polynomial and, polynomial in time checkable
Dag-like proofs for all purely implicational Minimal logic tautologies. From
the fact that Minimal implicational logic is PSPACE-complete we get the proof
that NP=PSPACE.
  This first proof of NP=CoNP uses Hudelmaier linear upper-bound on the height
of Sequent Calculus minimal implicational logic proofs. In an addendum to the
proof of NP=PSPACE, we observe that we do not need to use Hudelmaier
upper-bound since any proof of non-hamiltonicity for any graph is linear
upper-bounded. By the CoNP-completeness of non-hamiltonicity, we obtain NP=CoNP
as a corollary of the first proof. In this article we show the third proof of
CoNP=NP, also providing polynomial size and polynomial verifiable certificates
that are Dags. They are generated from normal Natural Deduction proofs, linear
height upper-bounded too, by removing redundancy, i.e., repeated parts. The
existence of repeated parts is a consequence of the redundancy theorem for a
family of super-polynomial proofs in the purely implicational Minimal logic. It
is mandatory to read at least two previous articles to get the details of the
proof presented here. The article that proves the redundancy theorem and the
article that shows how to remove the repeated parts of a normal Natural
Deduction proof to have a polynomial Dag certificate for minimal implicational
logic tautologies.","This article puts together the results shown in arXiv:2009.09802v1
  and in arXiv:2012.07833v1 to show a proof of NP=CoNP. It is need to read
  these article to get the details on the proof presented here",,,http://arxiv.org/abs/2101.00003v1,2020-12-28 22:08:20+00:00,2020-12-28 22:08:20+00:00,cs.CC,"['cs.CC', 'cs.LO']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00003v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00003v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00003v1
Random Embeddings with Optimal Accuracy,['Maciej Skorski'],"This work constructs Jonson-Lindenstrauss embeddings with best accuracy, as
measured by variance, mean-squared error and exponential concentration of the
length distortion. Lower bounds for any data and embedding dimensions are
determined, and accompanied by matching and efficiently samplable constructions
(built on orthogonal matrices). Novel techniques: a unit sphere
parametrization, the use of singular-value latent variables and Schur-convexity
are of independent interest.",,,,http://arxiv.org/abs/2101.00029v1,2020-12-31 19:00:31+00:00,2020-12-31 19:00:31+00:00,cs.LG,"['cs.LG', 'math.PR', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00029v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00029v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00029v1
Modified Gaussian Process Regression Models for Cyclic Capacity Prediction of Lithium-ion Batteries,"['Kailong Liu', 'Xiaosong Hu', 'Zhongbao Wei', 'Yi Li', 'Yan Jiang']","This paper presents the development of machine learning-enabled data-driven
models for effective capacity predictions for lithium-ion batteries under
different cyclic conditions. To achieve this, a model structure is first
proposed with the considerations of battery ageing tendency and the
corresponding operational temperature and depth-of-discharge. Then based on a
systematic understanding of covariance functions within the Gaussian process
regression, two related data-driven models are developed. Specifically, by
modifying the isotropic squared exponential kernel with an automatic relevance
determination structure, 'Model A' could extract the highly relevant input
features for capacity predictions. Through coupling the Arrhenius law and a
polynomial equation into a compositional kernel, 'Model B' is capable of
considering the electrochemical and empirical knowledge of battery degradation.
The developed models are validated and compared on the Nickel Manganese Cobalt
Oxide (NMC) lithium-ion batteries with various cycling patterns. Experimental
results demonstrate that the modified Gaussian process regression model
considering the battery electrochemical and empirical ageing signature
outperforms other counterparts and is able to achieve satisfactory results for
both one-step and multi-step predictions. The proposed technique is promising
for battery capacity predictions under various cycling cases.",,,,http://arxiv.org/abs/2101.00035v1,2020-12-31 19:05:27+00:00,2020-12-31 19:05:27+00:00,cs.LG,"['cs.LG', 'cs.SY', 'eess.SY']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00035v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00035v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00035v1
Optimizing Optimizers: Regret-optimal gradient descent algorithms,"['Philippe Casgrain', 'Anastasis Kratsios']","The need for fast and robust optimization algorithms are of critical
importance in all areas of machine learning. This paper treats the task of
designing optimization algorithms as an optimal control problem. Using regret
as a metric for an algorithm's performance, we study the existence, uniqueness
and consistency of regret-optimal algorithms. By providing first-order
optimality conditions for the control problem, we show that regret-optimal
algorithms must satisfy a specific structure in their dynamics which we show is
equivalent to performing dual-preconditioned gradient descent on the value
function generated by its regret. Using these optimal dynamics, we provide
bounds on their rates of convergence to solutions of convex optimization
problems. Though closed-form optimal dynamics cannot be obtained in general, we
present fast numerical methods for approximating them, generating optimization
algorithms which directly optimize their long-term regret. Lastly, these are
benchmarked against commonly used optimization algorithms to demonstrate their
effectiveness.","12 pages body, 42 pages total, 2 figures",,,http://arxiv.org/abs/2101.00041v2,2021-01-19 22:50:56+00:00,2020-12-31 19:13:53+00:00,cs.LG,"['cs.LG', 'math.OC', '49K10, 49J10, 49M05, 49K27, 49J50, 65K10', 'F.2.0']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00041v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00041v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00041v2
Federated Nonconvex Sparse Learning,"['Qianqian Tong', 'Guannan Liang', 'Tan Zhu', 'Jinbo Bi']","Nonconvex sparse learning plays an essential role in many areas, such as
signal processing and deep network compression. Iterative hard thresholding
(IHT) methods are the state-of-the-art for nonconvex sparse learning due to
their capability of recovering true support and scalability with large
datasets. Theoretical analysis of IHT is currently based on centralized IID
data. In realistic large-scale situations, however, data are distributed,
hardly IID, and private to local edge computing devices. It is thus necessary
to examine the property of IHT in federated settings, which update in parallel
on local devices and communicate with a central server only once in a while
without sharing local data.
  In this paper, we propose two IHT methods: Federated Hard Thresholding
(Fed-HT) and Federated Iterative Hard Thresholding (FedIter-HT). We prove that
both algorithms enjoy a linear convergence rate and have strong guarantees to
recover the optimal sparse estimator, similar to traditional IHT methods, but
now with decentralized non-IID data. Empirical results demonstrate that the
Fed-HT and FedIter-HT outperform their competitor - a distributed IHT, in terms
of decreasing the objective values with lower requirements on communication
rounds and bandwidth.",,,,http://arxiv.org/abs/2101.00052v1,2020-12-31 19:43:45+00:00,2020-12-31 19:43:45+00:00,cs.LG,['cs.LG'],"[arxiv.Result.Link('http://arxiv.org/abs/2101.00052v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00052v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00052v1
Data Criticality in Multi-Threaded Applications: An Insight for Many-Core Systems,"['Abhijit Das', 'John Jose', 'Prabhat Mishra']","Multi-threaded applications are capable of exploiting the full potential of
many-core systems. However, Network-on-Chip (NoC) based inter-core
communication in many-core systems is responsible for 60-75% of the miss
latency experienced by multi-threaded applications. Delay in the arrival of
critical data at the requesting core severely hampers performance. This brief
presents some interesting insights about how critical data is requested from
the memory by multi-threaded applications. Then it investigates the cause of
delay in NoC and how it affects the performance. Finally, this brief shows how
NoC-aware memory access optimisations can significantly improve performance.
Our experimental evaluation considers early restart memory access optimisation
and demonstrates that by exploiting NoC resources, critical data can be
prioritised to reduce miss penalty by 10-12% and improve system performance by
7-11%.",,,,http://arxiv.org/abs/2101.00055v1,2020-12-31 20:13:10+00:00,2020-12-31 20:13:10+00:00,cs.AR,['cs.AR'],"[arxiv.Result.Link('http://arxiv.org/abs/2101.00055v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00055v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00055v1
Conflict-driven Inductive Logic Programming,['Mark Law'],"The goal of Inductive Logic Programming (ILP) is to learn a program that
explains a set of examples. Until recently, most research on ILP targeted
learning Prolog programs. The ILASP system instead learns Answer Set Programs
(ASP). Learning such expressive programs widens the applicability of ILP
considerably; for example, enabling preference learning, learning common-sense
knowledge, including defaults and exceptions, and learning non-deterministic
theories.
  Early versions of ILASP can be considered meta-level ILP approaches, which
encode a learning task as a logic program and delegate the search to an ASP
solver. More recently, ILASP has shifted towards a new method, inspired by
conflict-driven SAT and ASP solvers. The fundamental idea of the approach,
called Conflict-driven ILP (CDILP), is to iteratively interleave the search for
a hypothesis with the generation of constraints which explain why the current
hypothesis does not cover a particular example. These coverage constraints
allow ILASP to rule out not just the current hypothesis, but an entire class of
hypotheses that do not satisfy the coverage constraint.
  This paper formalises the CDILP approach and presents the ILASP3 and ILASP4
systems for CDILP, which are demonstrated to be more scalable than previous
ILASP systems, particularly in the presence of noise.
  Under consideration in Theory and Practice of Logic Programming (TPLP).","Under consideration in Theory and Practice of Logic Programming
  (TPLP)",,,http://arxiv.org/abs/2101.00058v3,2022-01-14 19:21:47+00:00,2020-12-31 20:24:28+00:00,cs.AI,['cs.AI'],"[arxiv.Result.Link('http://arxiv.org/abs/2101.00058v3', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00058v3', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00058v3
Explicit regularization and implicit bias in deep network classifiers trained with the square loss,"['Tomaso Poggio', 'Qianli Liao']","Deep ReLU networks trained with the square loss have been observed to perform
well in classification tasks. We provide here a theoretical justification based
on analysis of the associated gradient flow. We show that convergence to a
solution with the absolute minimum norm is expected when normalization
techniques such as Batch Normalization (BN) or Weight Normalization (WN) are
used together with Weight Decay (WD). The main property of the minimizers that
bounds their expected error is the norm: we prove that among all the
close-to-interpolating solutions, the ones associated with smaller Frobenius
norms of the unnormalized weight matrices have better margin and better bounds
on the expected classification error. With BN but in the absence of WD, the
dynamical system is singular. Implicit dynamical regularization -- that is
zero-initial conditions biasing the dynamics towards high margin solutions --
is also possible in the no-BN and no-WD case. The theory yields several
predictions, including the role of BN and weight decay, aspects of Papyan, Han
and Donoho's Neural Collapse and the constraints induced by BN on the network
weights.",,,,http://arxiv.org/abs/2101.00072v1,2020-12-31 21:07:56+00:00,2020-12-31 21:07:56+00:00,cs.LG,"['cs.LG', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00072v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00072v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00072v1
Bosonic Random Walk Networks for Graph Learning,"['Shiv Shankar', 'Don Towsley']","The development of Graph Neural Networks (GNNs) has led to great progress in
machine learning on graph-structured data. These networks operate via diffusing
information across the graph nodes while capturing the structure of the graph.
Recently there has also seen tremendous progress in quantum computing
techniques. In this work, we explore applications of multi-particle quantum
walks on diffusing information across graphs. Our model is based on learning
the operators that govern the dynamics of quantum random walkers on graphs. We
demonstrate the effectiveness of our method on classification and regression
tasks.",,,,http://arxiv.org/abs/2101.00082v1,2020-12-31 21:40:40+00:00,2020-12-31 21:40:40+00:00,cs.LG,['cs.LG'],"[arxiv.Result.Link('http://arxiv.org/abs/2101.00082v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00082v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00082v1
DVD: A Diagnostic Dataset for Multi-step Reasoning in Video Grounded Dialogue,"['Hung Le', 'Chinnadhurai Sankar', 'Seungwhan Moon', 'Ahmad Beirami', 'Alborz Geramifard', 'Satwik Kottur']","A video-grounded dialogue system is required to understand both dialogue,
which contains semantic dependencies from turn to turn, and video, which
contains visual cues of spatial and temporal scene variations. Building such
dialogue systems is a challenging problem, involving various reasoning types on
both visual and language inputs. Existing benchmarks do not have enough
annotations to thoroughly analyze dialogue systems and understand their
capabilities and limitations in isolation. These benchmarks are also not
explicitly designed to minimise biases that models can exploit without actual
reasoning. To address these limitations, in this paper, we present DVD, a
Diagnostic Dataset for Video-grounded Dialogues. The dataset is designed to
contain minimal biases and has detailed annotations for the different types of
reasoning over the spatio-temporal space of video. Dialogues are synthesized
over multiple question turns, each of which is injected with a set of
cross-turn semantic relationships. We use DVD to analyze existing approaches,
providing interesting insights into their abilities and limitations. In total,
DVD is built from $11k$ CATER synthetic videos and contains $10$ instances of
$10$-round dialogues for each video, resulting in more than $100k$ dialogues
and $1M$ question-answer pairs. Our code and dataset are publicly available at
https://github.com/facebookresearch/DVDialogues.","20 pages, 14 figures, 8 tables",Association for Computational Linguistics (2021),,http://arxiv.org/abs/2101.00151v2,2021-06-14 15:55:57+00:00,2021-01-01 03:20:22+00:00,cs.AI,"['cs.AI', 'cs.CL', 'cs.LG']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00151v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00151v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00151v2
Active Learning Under Malicious Mislabeling and Poisoning Attacks,"['Jing Lin', 'Ryan Luley', 'Kaiqi Xiong']","Deep neural networks usually require large labeled datasets for training to
achieve state-of-the-art performance in many tasks, such as image
classification and natural language processing. Although a lot of data is
created each day by active Internet users, most of these data are unlabeled and
are vulnerable to data poisoning attacks. In this paper, we develop an
efficient active learning method that requires fewer labeled instances and
incorporates the technique of adversarial retraining in which additional
labeled artificial data are generated without increasing the budget of the
labeling. The generated adversarial examples also provide a way to measure the
vulnerability of the model. To check the performance of the proposed method
under an adversarial setting, i.e., malicious mislabeling and data poisoning
attacks, we perform an extensive evaluation on the reduced CIFAR-10 dataset,
which contains only two classes: airplane and frog. Our experimental results
demonstrate that the proposed active learning method is efficient for defending
against malicious mislabeling and data poisoning attacks. Specifically, whereas
the baseline active learning method based on the random sampling strategy
performs poorly (about 50%) under a malicious mislabeling attack, the proposed
active learning method can achieve the desired accuracy of 89% using only
one-third of the dataset on average.",2021 IEEE Global Communications Conference (GLOBECOM),,,http://arxiv.org/abs/2101.00157v4,2021-09-02 04:12:13+00:00,2021-01-01 03:43:36+00:00,cs.LG,"['cs.LG', 'cs.CR', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00157v4', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00157v4', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00157v4
Fidel: Reconstructing Private Training Samples from Weight Updates in Federated Learning,"['David Enthoven', 'Zaid Al-Ars']","With the increasing number of data collectors such as smartphones, immense
amounts of data are available. Federated learning was developed to allow for
distributed learning on a massive scale whilst still protecting each users'
privacy. This privacy is claimed by the notion that the centralized server does
not have any access to a client's data, solely the client's model update. In
this paper, we evaluate a novel attack method within regular federated learning
which we name the First Dense Layer Attack (Fidel). The methodology of using
this attack is discussed, and as a proof of viability we show how this attack
method can be used to great effect for densely connected networks and
convolutional neural networks. We evaluate some key design decisions and show
that the usage of ReLu and Dropout are detrimental to the privacy of a client's
local dataset. We show how to recover on average twenty out of thirty private
data samples from a client's model update employing a fully connected neural
network with very little computational resources required. Similarly, we show
that over thirteen out of twenty samples can be recovered from a convolutional
neural network update. An open source implementation of this attack can be
found here https://github.com/Davidenthoven/Fidel-Reconstruction-Demo",,,,http://arxiv.org/abs/2101.00159v2,2022-04-08 23:45:46+00:00,2021-01-01 04:00:23+00:00,cs.LG,['cs.LG'],"[arxiv.Result.Link('http://arxiv.org/abs/2101.00159v2', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00159v2', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00159v2
Early Prediction of Heart Disease Using PCA and Hybrid Genetic Algorithm with k-Means,"['Md. Touhidul Islam', 'Sanjida Reza Rafa', 'Md. Golam Kibria']","Worldwide research shows that millions of lives lost per year because of
heart disease. The healthcare sector produces massive volumes of data on heart
disease that are sadly not used to locate secret knowledge for successful
decision making. One of the most important aspects at this moment is detecting
heart disease at an early stage. Researchers have applied distinct techniques
to the UCI Machine Learning heart disease dataset. Many researchers have tried
to apply some complex techniques to this dataset, where detailed studies are
still missing. In this paper, Principal Component Analysis (PCA) has been used
to reduce attributes. Apart from a Hybrid genetic algorithm (HGA) with k-means
used for final clustering. Typically, the k-means method is using for
clustering the data. This type of clustering can get stuck in the local optima
because this method is heuristic. We used the Hybrid Genetic Algorithm (HGA)
for data clustering to avoid this problem. Our proposed method can predict
early heart disease with an accuracy of 94.06%.","6 pages, 9 figures, Presented in the Proceedings of the 23rd
  International Conference on Computer and Information Technology (ICCIT),
  19-21 December, 2020, Dhaka, Bangladesh",,,http://arxiv.org/abs/2101.00183v1,2021-01-01 07:14:38+00:00,2021-01-01 07:14:38+00:00,cs.LG,['cs.LG'],"[arxiv.Result.Link('http://arxiv.org/abs/2101.00183v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00183v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00183v1
Inverse reinforcement learning for autonomous navigation via differentiable semantic mapping and planning,"['Tianyu Wang', 'Vikas Dhiman', 'Nikolay Atanasov']","This paper focuses on inverse reinforcement learning for autonomous
navigation using distance and semantic category observations. The objective is
to infer a cost function that explains demonstrated behavior while relying only
on the expert's observations and state-control trajectory. We develop a map
encoder, that infers semantic category probabilities from the observation
sequence, and a cost encoder, defined as a deep neural network over the
semantic features. Since the expert cost is not directly observable, the model
parameters can only be optimized by differentiating the error between
demonstrated controls and a control policy computed from the cost estimate. We
propose a new model of expert behavior that enables error minimization using a
closed-form subgradient computed only over a subset of promising states via a
motion planning algorithm. Our approach allows generalizing the learned
behavior to new environments with new spatial configurations of the semantic
categories. We analyze the different components of our model in a minigrid
environment. We also demonstrate that our approach learns to follow traffic
rules in the autonomous driving CARLA simulator by relying on semantic
observations of buildings, sidewalks, and road lanes.","16 pages, 12 figures. arXiv admin note: text overlap with
  arXiv:2006.05043",,,http://arxiv.org/abs/2101.00186v1,2021-01-01 07:41:08+00:00,2021-01-01 07:41:08+00:00,cs.LG,"['cs.LG', 'cs.RO']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00186v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00186v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00186v1
B-SMALL: A Bayesian Neural Network approach to Sparse Model-Agnostic Meta-Learning,"['Anish Madan', 'Ranjitha Prasad']","There is a growing interest in the learning-to-learn paradigm, also known as
meta-learning, where models infer on new tasks using a few training examples.
Recently, meta-learning based methods have been widely used in few-shot
classification, regression, reinforcement learning, and domain adaptation. The
model-agnostic meta-learning (MAML) algorithm is a well-known algorithm that
obtains model parameter initialization at meta-training phase. In the meta-test
phase, this initialization is rapidly adapted to new tasks by using gradient
descent. However, meta-learning models are prone to overfitting since there are
insufficient training tasks resulting in over-parameterized models with poor
generalization performance for unseen tasks. In this paper, we propose a
Bayesian neural network based MAML algorithm, which we refer to as the B-SMALL
algorithm. The proposed framework incorporates a sparse variational loss term
alongside the loss function of MAML, which uses a sparsifying approximated KL
divergence as a regularizer. We demonstrate the performance of B-MAML using
classification and regression tasks, and highlight that training a sparsifying
BNN using MAML indeed improves the parameter footprint of the model while
performing at par or even outperforming the MAML approach. We also illustrate
applicability of our approach in distributed sensor networks, where sparsity
and meta-learning can be beneficial.",,,,http://arxiv.org/abs/2101.00203v1,2021-01-01 09:19:48+00:00,2021-01-01 09:19:48+00:00,cs.LG,"['cs.LG', 'cs.AI', 'cs.CV']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00203v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00203v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00203v1
An iterative K-FAC algorithm for Deep Learning,['Yingshi Chen'],"Kronecker-factored Approximate Curvature (K-FAC) method is a high efficiency
second order optimizer for the deep learning. Its training time is less than
SGD(or other first-order method) with same accuracy in many large-scale
problems. The key of K-FAC is to approximates Fisher information matrix (FIM)
as a block-diagonal matrix where each block is an inverse of tiny Kronecker
factors. In this short note, we present CG-FAC -- an new iterative K-FAC
algorithm. It uses conjugate gradient method to approximate the nature
gradient. This CG-FAC method is matrix-free, that is, no need to generate the
FIM matrix, also no need to generate the Kronecker factors A and G. We prove
that the time and memory complexity of iterative CG-FAC is much less than that
of standard K-FAC algorithm.",5 pages,,,http://arxiv.org/abs/2101.00218v1,2021-01-01 12:04:01+00:00,2021-01-01 12:04:01+00:00,cs.LG,"['cs.LG', 'cs.NA', 'math.NA', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00218v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00218v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00218v1
Adam revisited: a weighted past gradients perspective,"['Hui Zhong', 'Zaiyi Chen', 'Chuan Qin', 'Zai Huang', 'Vincent W. Zheng', 'Tong Xu', 'Enhong Chen']","Adaptive learning rate methods have been successfully applied in many fields,
especially in training deep neural networks. Recent results have shown that
adaptive methods with exponential increasing weights on squared past gradients
(i.e., ADAM, RMSPROP) may fail to converge to the optimal solution. Though many
algorithms, such as AMSGRAD and ADAMNC, have been proposed to fix the
non-convergence issues, achieving a data-dependent regret bound similar to or
better than ADAGRAD is still a challenge to these methods. In this paper, we
propose a novel adaptive method weighted adaptive algorithm (WADA) to tackle
the non-convergence issues. Unlike AMSGRAD and ADAMNC, we consider using a
milder growing weighting strategy on squared past gradient, in which weights
grow linearly. Based on this idea, we propose weighted adaptive gradient method
framework (WAGMF) and implement WADA algorithm on this framework. Moreover, we
prove that WADA can achieve a weighted data-dependent regret bound, which could
be better than the original regret bound of ADAGRAD when the gradients decrease
rapidly. This bound may partially explain the good performance of ADAM in
practice. Finally, extensive experiments demonstrate the effectiveness of WADA
and its variants in comparison with several variants of ADAM on training convex
problems and deep neural networks.","Zhong, Hui, et al. ""Adam revisited: a weighted past gradients
  perspective."" Frontiers of Computer Science 14.5 (2020): 1-16","Front. Comput. Sci. 14, 145309 (2020)",10.1007/s11704-019-8457-x,http://arxiv.org/abs/2101.00238v1,2021-01-01 14:01:52+00:00,2021-01-01 14:01:52+00:00,cs.LG,"['cs.LG', 'math.OC']","[arxiv.Result.Link('http://dx.doi.org/10.1007/s11704-019-8457-x', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/2101.00238v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00238v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00238v1
A General Counterexample to Any Decision Theory and Some Responses,['Joar Skalse'],"In this paper I present an argument and a general schema which can be used to
construct a problem case for any decision theory, in a way that could be taken
to show that one cannot formulate a decision theory that is never outperformed
by any other decision theory. I also present and discuss a number of possible
responses to this argument. One of these responses raises the question of what
it means for two decision problems to be ""equivalent"" in the relevant sense,
and gives an answer to this question which would invalidate the first argument.
However, this position would have further consequences for how we compare
different decision theories in decision problems already discussed in the
literature (including e.g. Newcomb's problem).",4 pages,,,http://arxiv.org/abs/2101.00280v1,2021-01-01 17:47:11+00:00,2021-01-01 17:47:11+00:00,cs.AI,['cs.AI'],"[arxiv.Result.Link('http://arxiv.org/abs/2101.00280v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00280v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00280v1
An Ontology Design Pattern for representing Recurrent Situations,"['Valentina Anita Carriero', 'Aldo Gangemi', 'Andrea Giovanni Nuzzolese', 'Valentina Presutti']","In this paper, we present an Ontology Design Pattern for representing
situations that recur at regular periods and share some invariant factors,
which unify them conceptually: we refer to this set of recurring situations as
recurrent situation series. The proposed pattern appears to be foundational,
since it can be generalised for modelling the top-level domain-independent
concept of recurrence, which is strictly associated with invariance. The
pattern reuses other foundational patterns such as Collection, Description and
Situation, Classification, Sequence. Indeed, a recurrent situation series is
formalised as both a collection of situations occurring regularly over time and
unified according to some properties that are common to all the members, and a
situation itself, which provides a relational context to its members that
satisfy a reference description. Besides including some exemplifying instances
of this pattern, we show how it has been implemented and specialised to model
recurrent cultural events and ceremonies in ArCo, the Knowledge Graph of
Italian cultural heritage.",,,10.3233/SSW210013,http://arxiv.org/abs/2101.00286v1,2021-01-01 18:20:13+00:00,2021-01-01 18:20:13+00:00,cs.AI,['cs.AI'],"[arxiv.Result.Link('http://dx.doi.org/10.3233/SSW210013', title='doi', rel='related', content_type=None), arxiv.Result.Link('http://arxiv.org/abs/2101.00286v1', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00286v1', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00286v1
When Is Generalizable Reinforcement Learning Tractable?,"['Dhruv Malik', 'Yuanzhi Li', 'Pradeep Ravikumar']","Agents trained by reinforcement learning (RL) often fail to generalize beyond
the environment they were trained in, even when presented with new scenarios
that seem similar to the training environment. We study the query complexity
required to train RL agents that generalize to multiple environments.
Intuitively, tractable generalization is only possible when the environments
are similar or close in some sense. To capture this, we introduce Weak
Proximity, a natural structural condition that requires the environments to
have highly similar transition and reward functions and share a policy
providing optimal value. Despite such shared structure, we prove that tractable
generalization is impossible in the worst case. This holds even when each
individual environment can be efficiently solved to obtain an optimal linear
policy, and when the agent possesses a generative model. Our lower bound
applies to the more complex task of representation learning for the purpose of
efficient generalization to multiple environments. On the positive side, we
introduce Strong Proximity, a strengthened condition which we prove is
sufficient for efficient generalization.","Neurips 2021, v3 fixes minor typos",,,http://arxiv.org/abs/2101.00300v3,2021-10-25 21:55:59+00:00,2021-01-01 19:08:24+00:00,cs.LG,"['cs.LG', 'cs.AI', 'stat.ML']","[arxiv.Result.Link('http://arxiv.org/abs/2101.00300v3', title=None, rel='alternate', content_type=None), arxiv.Result.Link('http://arxiv.org/pdf/2101.00300v3', title='pdf', rel='related', content_type=None)]",http://arxiv.org/pdf/2101.00300v3
